Naam,Alternatieve namen,Plaats,Beginjaar,Eindjaar,Einddatum,Levensbeschouwing
Malie Boys,,Utrecht,Voetbal,1936,1937,Protestants-christelijk
Maliskamp,M.S.V.,Rosmalen,Voetbal,1934,,Rooms-katholiek
Maltha,E.M.M.,Zierikzee,Voetbal,1923,1926,Neutraal
Manresa,Union,Venlo,Voetbal,1922,1923,Neutraal
Margraten,,Margraten,Voetbal,1936,,Rooms-katholiek
Margraten,Oranje,Margraten,Voetbal,1928,1930,Rooms-katholiek
Mariaheide,Juliana,Mariaheide,Voetbal,1936,1939,Rooms-katholiek
Markelo,,Markelo,Voetbal,1928,1933,Neutraal
Markendaal,,Breda,Voetbal,1933,1936,Rooms-katholiek
Mars,,Amersfoort,Voetbal,1899,1902,Neutraal
Mars,,Dordrecht,Voetbal,1920,1926,Neutraal
Mars,,Rijsbergen,Voetbal,1916,1916,Rooms-katholiek
Mars,,Kampen ?,Voetbal,1908,,Neutraal
Mars (zaterdag),Meneba,Rotterdam,Voetbal,1932,1934,Neutraal
Marsana,,Meerssen,Voetbal,1918,1923,Rooms-katholiek
Marsana,Amicitas,Meerssen,Voetbal,1922,,Rooms-katholiek
Martini,,Groningen,Voetbal,1935,1939,Neutraal
Martinit,V.V.M.,Schiedam,Voetbal,1928,1992,Neutraal
Marum,Voorwaarts,Marum,Voetbal,1932,1940,Neutraal
Marvilde,,Meerveldhoven,Voetbal,1926,,Rooms-katholiek
Mastbosch,Ginneken//De Knol,Ginneken,Voetbal,1926,1929,Neutraal
Mastbosch,V.V.M.,Breda,Voetbal,1924,1926,Neutraal
Mastbosch,,Ginneken,Voetbal,1933,1935,Rooms-katholiek
M.A.S.V. (Midden Arnhemsche Sport Vereeniging),,Arnhem,Voetbal,1933,,Neutraal
M.A.S.V. (Midden Arnhemsche Sport Vereeniging ?),A.V.M.,Arnhem,Voetbal,1923,1931,Neutraal
Mauleo,M.U.L.O.,Velp Gl,Voetbal,1925,1928,Neutraal
Maurik,D.V.O.,Maurik,Voetbal,1927,1942,Neutraal
Maurits,,Bergen op Zoom,Voetbal,1920,1924,Rooms-katholiek
Maurits,,Sittard,Voetbal,1919,1920,Rooms-katholiek
Maurits,Staatsmijn Maurits,Lutterade (Geleen),Voetbal,1926,,Neutraal
Maurits,,Lutterade,Voetbal,1922,1923,Neutraal
Mazella,D.O.B.S.,Nijmegen,Voetbal,1924,1925,Neutraal
M.B.B.,,Amsterdam,Voetbal,1936,,Socialistisch
M.B.V. (Middenstands Bedrijfs Vereeniging),,Utrecht,Voetbal,1931,1932,Protestants-christelijk
M.C.C. (Maria Congregatie Club),,Nijmegen,Voetbal,1927,1944,Rooms-katholiek
M.D.K.,,Rotterdam,Voetbal,1926,1932,Neutraal
M.E.D.,Quick,Steenbergen,Voetbal,1919,1923,Rooms-katholiek
Medemblik,,Medemblik,Voetbal,1913,1916,Neutraal
Medemblik,V.V.M.,Medemblik,Voetbal,1920,1924,Neutraal
Medio,Odiac,Rotterdam,Voetbal,1930,1937,Neutraal
Medio,Vitesse//Midio,Middelburg,Voetbal,1921,1924,Neutraal
M.E.D.O.,,Dordrecht,Voetbal,1934,1941,Neutraal
Meeden,,Meeden,Voetbal,1929,,Neutraal
Meedhuizen,,Meedhuizen,Voetbal,1928,1940,Neutraal
Meer Boys,,Amsterdam,Voetbal,1925,1941,Neutraal
Meer en Bosch,,Haarlem,Voetbal,1936,,Neutraal
Meerburg,,Zoeterwoude,Voetbal,1928,,Rooms-katholiek
Meerkerk,,Meerkerk,Voetbal,1931,,Neutraal
Meerkerk,,Meerkerk,Voetbal,1919,1921,Neutraal
Meerlo,,Meerlo,Voetbal,1940,,Neutraal
Meerlosche Boys,Concordia,Meerlo,Voetbal,1939,1939,Rooms-katholiek
Meerssen,Unitas,Meerssen,Voetbal,1930,,Rooms-katholiek
Meerssen,,Meerssen,Voetbal,1935,1938,Neutraal
Meervogels,Neerlandia,Zaandam,Voetbal,1916,,Neutraal
Meerwijk,,Meerwijk,Voetbal,1930,1944,Rooms-katholiek
Megchelen,,Megchelen,Voetbal,1926,,Rooms-katholiek
Meijel,M.S.V. (Meijelsche Sport Vereeniging),Meijel,Voetbal,1921,,Rooms-katholiek
Meijerij,Hollandia,Woensel,Voetbal,1915,1915,Neutraal
Meinerswijk,M.V.C.,Meinerswijk (Arnhem),Voetbal,1923,1924,Neutraal
Meinerswijksche Boys,M.V.V.,Arnhem,Voetbal,1923,1923,Neutraal
M.E.K.O.,Quick,Groningen,Voetbal,1924,1927,Neutraal
Melissant,S.S.S.,Melissant,Voetbal,1931,1938,Neutraal
Mensingeweer,,Mensingeweer,Voetbal,1923,1925,Neutraal
Meppel,Volharding,Meppel,Voetbal,1918,1920,Neutraal
Meppel,Voorwaarts,Meppel,Voetbal,1928,1929,Neutraal
Meppel,M.V.C.,Meppel,Voetbal,1915,1916,Neutraal
Meppeler Boys,,Meppel,Voetbal,1931,1931,
Mercedes,T.I.O.N.,Winterswijk,Voetbal,1925,1926,Neutraal
Mercurius,,Den Haag,Voetbal,1901,1904,Neutraal
Mercurius,,Den Haag,Voetbal,1920,1923,Neutraal
Mercurius,,Amsterdam,Voetbal,1931,1938,Neutraal
Mercurius,,Rotterdam,Voetbal,1914,1917,Neutraal
Mercurius,Groen Rood,Arnhem,Voetbal,1923,1924,Neutraal
Merefeldia,,Nederweert,Voetbal,1917,,Neutraal
Merefeldia,,Nederweert,Voetbal,1928,,Rooms-katholiek
Merefeldia,,Nederweert,Voetbal,1934,,Rooms-katholiek
Merefeldia,,Nederweert,Voetbal,1909,,Rooms-katholiek
Merkelbeek,Juliana,Merkelbeek,Voetbal,1921,1942,Rooms-katholiek
Merselona,,Merselo-Venray,Voetbal,1935,,Rooms-katholiek
Merweboys,Swift,Dordrecht,Voetbal,1917,,Neutraal
Merwede,,Dordrecht,Voetbal,1912,1915,Neutraal
Merwede,U.D.I.,Dordrecht,Voetbal,1913,2003,Neutraal
Merwestad,,Dordrecht,Voetbal,1912,1913,Neutraal
Merwestad,H.B.S.,Dordrecht,Voetbal,1916,1918,Neutraal
Merwestad,,Dordrecht,Voetbal,1918,,Neutraal
Merwesteijn,M.V.C.,Dordrecht,Voetbal,1919,2001,Neutraal
M.E.S.,,Maren,Voetbal,1931,1933,Rooms-katholiek
Mesch,M.V.V.,Mesch bij Eijsden,Voetbal,1928,,Rooms-katholiek
M.E.S.T.A.,,Rotterdam ?,Voetbal,1935,1935,Neutraal
M.E.S.T.O.,De Roode,Rotterdam,Voetbal,1930,1933,Neutraal
Metaalboys,,Arnhem ?,Voetbal,1934,,Socialistisch
Metallicus,,Amsterdam,Voetbal,1921,1925,Neutraal
Meterfabriek,,Dordrecht,Voetbal,1939,1942,Neutraal
Meterik,,Meterik (Horst),Voetbal,1929,,Rooms-katholiek
M.E.T.O. (Moed En Training Overwinnen),,Hoogerheide,Voetbal,1940,,Rooms-katholiek
Mettray Boys,M.V.V.,Eefde,Voetbal,1933,1942,Neutraal
M.E.V.O.,A.S.V.,Alkmaar,Voetbal,1933,1942,Neutraal
M.E.V.O.,,Oosterhout,Voetbal,1922,1923,Rooms-katholiek
M.E.V.O. (Moed En Volharding Overwint),,Bergen op Zoom,Voetbal,1917,1939,Rooms-katholiek
M.F.B.,,Rotterdam,Voetbal,1939,1943,Neutraal
M.F.C.,,Maarssen,Voetbal,1929,1931,Protestants-christelijk
M.F.C.,M.S.V.,Mheer,Voetbal,1928,1933,Rooms-katholiek
M.F.C.,,Middelburg,Voetbal,1922,1922,Neutraal
M.F.C.,,Montfoort,Voetbal,1935,1936,Protestants-christelijk
M.F.C.,,Maastricht,Voetbal,1911,1912,Neutraal
M.F.C.,,Medemblik,Voetbal,1920,1927,Neutraal
M.F.C.,,Meppel,Voetbal,1896,1896,Neutraal
M.F.C.,,Maastricht,Voetbal,1906,1909,Neutraal
M.F.C.,,Meppel,Voetbal,1912,1915,Neutraal
M.F.C.,,Mheer,Voetbal,1937,,Rooms-katholiek
M.F.C. (Medemblikker Football Club),V.I.O.S.,Medemblik,Voetbal,1908,,Neutraal
M.G.S.,Grande Vitesse,Venlo,Voetbal,1929,1940,Rooms-katholiek
M.H.B. (Maatschappelijk Hulpbetoon),,Rotterdam?,Voetbal,1924,,Neutraal
M.H.C. (Meddo Huppel Combinatie),,Meddo,Voetbal,1933,1934,Neutraal
M.H.C. (Muiderpoort Haghezangers Combinatie),,Amsterdam,Voetbal,1927,1931,Neutraal
M.H.D. [Maria Hoop Diergaarde ?],,Mariahoop-Diergaarde-Echt,Voetbal,1935,,Rooms-katholiek
M.I.A. (Musselkanaal In Actie),,Musselkanaal,Voetbal,1920,1922,Neutraal
M.I.B.E.V.A.,,Amsterdam,Voetbal,1931,1932,Neutraal
Middel,D.O.S.,Middel (bij Olst),Voetbal,1925,1927,Neutraal
Middelburg,,Middelburg,Voetbal,1916,2001,Neutraal
Middelburgsche Boys,,Middelburg,Voetbal,1930,1931,Neutraal
Middelburgsche Boys,D.O.S.,Middelburg,Voetbal,1938,,Neutraal
Middelie,,Middelie,Voetbal,1932,1937,Neutraal
Middelrode,M.V.V.,Middelrode,Voetbal,1931,,Rooms-katholiek
Middelstum,,Middelstum,Voetbal,1921,1929,Neutraal
Middelstum,Vitesse,Middelstum,Voetbal,1934,,Neutraal
Mierlo,M.V.C.,Mierlo,Voetbal,1929,,Rooms-katholiek
Mierlo Hout,Concordia,Mierlo-Hout,Voetbal,1919,1941,Rooms-katholiek
Mijdrecht,M.V.V.,Mijdrecht,Voetbal,1933,,Neutraal
Mil. S.V.,,Maastricht,Voetbal,1911,,Neutraal
Mildam,F.H.C. (Friesland Holland Combinatie),Mildam (Katlijk),Voetbal,1929,,Neutraal
Militair Amsterdam,,Amsterdam,Voetbal,1914,1915,Neutraal
Militaire Voetbalclub Wilhelmina,,Maastricht,Voetbal,1906,,Neutraal
Militaire voetbalvereeniging Wilhelmina,,Schoonhoven,Voetbal,1908,1911,Neutraal
Millingen,Concordia,Millingen,Voetbal,1934,1997,Rooms-katholiek
Milsbeek,Ottersum,Ottersum,Voetbal,1929,,Rooms-katholiek
Milsbeek,Juliana,Milsbeek,Voetbal,1928,,Rooms-katholiek
Minahassa,,Amsterdam,Voetbal,1938,,Neutraal
Minerva,,Amsterdam,Voetbal,1902,1902,Neutraal
Minerva,U.F.C.,Utrecht,Voetbal,1924,,Neutraal
Minerva,,Utrecht,Voetbal,1907,1912,Neutraal
Minerva Boys,S.D.T.,Den Haag,Voetbal,1932,,Neutraal
Minor,,Schin op Geul (Strucht),Voetbal,1924,,Rooms-katholiek
Minor,,Rolduc,Voetbal,1918,1928,Neutraal
Minor,V.V.C. (Vaesrader Voetbal Club),Nuth,Voetbal,1918,,Rooms-katholiek
Minor,,Rolduc,Voetbal,1917,1918,Rooms-katholiek
Miranda,Leonidas,Chevremont (Kloosterbosch),Voetbal,1926,,Neutraal
Miranda,Zwaluw,Nieuwenhagen,Voetbal,1922,1924,Rooms-katholiek
Mitropa,,Amsterdam,Voetbal,1933,1935,Neutraal
M.J.V. (Meppeler Jongelieden Voetbalvereeniging),,Meppel,Voetbal,1930,,Protestants-christelijk
M.K.V. (Met Kracht Vooruit),,Huizum (Leeuwarden),Voetbal,1929,,Rooms-katholiek
M.K.V.V.,,Maastricht,Voetbal,1917,1942,Rooms-katholiek
M.K.V.V. (Maastrichtsche Kweekelingen Voetbal Vereeniging),,Maastricht,Voetbal,1911,1914,Neutraal
M.L.D.,,Julianadorp,Voetbal,1931,1937,Neutraal
M.M.B.,Nymphaea,Rotterdam,Voetbal,1922,1933,Neutraal
M.M.V.,O.S.V.,Oosterbeek,Voetbal,1923,1924,Neutraal
M.M.V.,,Den Haag ?,Voetbal,1939,,Neutraal
M.M.V.,,Arnhem,Voetbal,1920,1920,Rooms-katholiek
M.M.V.,,Amsterdam,Voetbal,1920,1923,Neutraal
M.M.V.,,Amsterdam,Voetbal,1927,1927,Neutraal
M.M.V.,,Oosterbeek,Voetbal,1925,1926,Neutraal
Mobiel,,Sneek,Voetbal,1924,1925,Protestants-christelijk
Mobilia,,Grave,Voetbal,1917,1939,Rooms-katholiek
Mobilia,,Grave,Voetbal,1927,1928,Neutraal
Mobilia,,Den Helder,Voetbal,1916,1918,Neutraal
M.O.C.,,Midwolda,Voetbal,1921,1933,Neutraal
M.O.C.,,Herten,Voetbal,1924,,Rooms-katholiek
M.O.C. (M.E.V.O. Olympia Combinatie),,Bergen op Zoom,Voetbal,1939,,Rooms-katholiek
M.O.C. (Midwoud Oostwoud Combinatie),,Midwoud,Voetbal,1933,,Neutraal
Moedig Voorwaarts,,Almelo,Voetbal,1904,1906,Neutraal
Moercapelle,,Moerkapelle,Voetbal,1921,1924,Neutraal
Moercapelle,Blauw Wit,Moerkapelle,Voetbal,1929,,Neutraal
Mojo,,Den Haag,Voetbal,1940,,Neutraal
Molenberg,,Heerlen,Voetbal,1924,1942,Rooms-katholiek
Monnikendam,M.V.V.,Monnickendam,Voetbal,1930,,Neutraal
Monster,,Monster,Voetbal,1922,1941,Neutraal
Monta,D.E.K.O.,Den Bosch,Voetbal,1922,1926,Neutraal
Montagnards,,Bergen Lb,Voetbal,1928,,Rooms-katholiek
Montan,,Den Haag?,Voetbal,1934,1936,Neutraal
Montfort,,Monfort,Voetbal,1928,1929,Rooms-katholiek
Moordrecht,,Moordrecht,Voetbal,1920,,Neutraal
Moordrecht,M.V.V.E. [Moordr. V.V. Excelsior?],Moordrecht,Voetbal,1911,1917,Neutraal
Moorveldia,,Moorveld-Geulle,Voetbal,1924,1930,Rooms-katholiek
Morgenrood,Jonge Kracht,Amsterdam,Voetbal,1926,1928,Neutraal
Morschkwartier,,Leiden,Voetbal,1936,,Neutraal
Moubal,,Zeist,Voetbal,1935,1936,Protestants-christelijk
Moubal,,Zeist,Voetbal,1939,,Neutraal
M.O.V.V.,Midwolda,Mildwolda,Voetbal,1931,,Neutraal
M.S.B. (MaaSBode),,Rotterdam,Voetbal,1928,1933,Rooms-katholiek
M.S.C.,,Eindhoven,Voetbal,1929,,Rooms-katholiek
M.S.C.,,Melick,Voetbal,1928,1933,Rooms-katholiek
M.S.C.,M.S.C.R.,Rotterdam,Voetbal,1933,,Socialistisch
M.S.C. (Meppeler Sport Club),Concordia,Meppel,Voetbal,1910,,Neutraal
M.S.G.,,Leiden,Voetbal,1927,1928,Neutraal
M.S.N.O. (Moedig Streven Naar Overwinning),D.V.O.,Amsterdam,Voetbal,1921,1931,Neutraal
M.S.V.,,Alphen aan den Rijn,Voetbal,1936,1942,Neutraal
M.S.V.,,Munstergeleen,Voetbal,1924,,Rooms-katholiek
M.S.V.,,Merum (Herten),Voetbal,1922,1925,Neutraal
M.S.V.,,Meerssen,Voetbal,1921,1921,Rooms-katholiek
M.S.V.,Sphinx//S.V.S.,Maastricht,Voetbal,1929,1936,Neutraal
M.S.V.,Groen Wit,Maastricht,Voetbal,1920,,Neutraal
M.S.V.,Olympia,Maastricht,Voetbal,1926,1927,Neutraal
M.S.V.,Phoenix,Caberg (Maastricht),Voetbal,1931,1933,Neutraal
M.S.V.,,Maastricht,Voetbal,1919,1920,Neutraal
M.S.V.,,Moerstraten-Wouw (Heerle),Voetbal,1932,1934,Rooms-katholiek
M.S.V.,M.S.C.,Maasbommel,Voetbal,1932,,Rooms-katholiek
M.S.V.,De Zwaluwen,Maastricht,Voetbal,1919,1920,Neutraal
M.S.V. (Militaire Sport Vereeniging),,Maastricht,Voetbal,1911,1919,Neutraal
M.S.V. (Militaire Sport Vereeniging),,Harderwijk,Voetbal,1922,1922,Neutraal
M.S.V. (Montfoortsche Sport Vereeniging),M.V.V.//Montfoort,Montfoort,Voetbal,1919,,Rooms-katholiek
M.S.V.V.,,Maastricht,Voetbal,1921,1921,Neutraal
M.T.D. (zaterdag),,Rotterdam,Voetbal,1928,,Neutraal
M.T.S.R.,,Rotterdam,Voetbal,1936,1938,Neutraal
Muiden,,Muiden,Voetbal,1920,,Neutraal
Muiderberg,,Muiderberg,Voetbal,1928,,Neutraal
Muiderberg,M.F.C.,Muiderberg,Voetbal,1920,1924,Neutraal
Muiderpoort,Achilles,Amsterdam,Voetbal,1918,1920,Neutraal
Muiderpoort,S.S.S.,Amsterdam,Voetbal,1925,1927,Neutraal
M.U.L.O.,,Maastricht,Voetbal,1920,1920,Rooms-katholiek
M.U.L.O.,,Velp,Voetbal,1936,,Protestants-christelijk
M.U.L.O.,,Weert,Voetbal,1927,1928,Rooms-katholiek
M.U.L.O. (Met Uiterste Leeuwenmoed Opwaarts),,Helmond,Voetbal,1915,,Rooms-katholiek
Muntelsche Boys,Hercules,Muntel (Den Bosch),Voetbal,1935,1935,Neutraal
Muntendam,,Muntendam,Voetbal,1926,,Neutraal
Musici,Musica,Den Haag,Voetbal,1921,1928,Neutraal
Musschemig,M.S.V.,Heerlen,Voetbal,1922,1942,Rooms-katholiek
Musselkanaal,,Musselkanaal,Voetbal,1931,,Neutraal
Mutua Fides,,Heerlen,Voetbal,1936,1938,Rooms-katholiek
Mutua Fides,,Katwijk (Cuijk),Voetbal,1913,1942,Rooms-katholiek
M.V.C.,,Maastricht,Voetbal,1918,,Rooms-katholiek
M.V.C.,,Muiderberg,Voetbal,1920,,Neutraal
M.V.C.,,Millingen,Voetbal,,1922,Rooms-katholiek
M.V.C.,,Moergestel,Voetbal,1927,,Rooms-katholiek
M.V.C.,,Millingen,Voetbal,1912,1915,Neutraal
M.V.C.,,Maasbree,Voetbal,1927,,Rooms-katholiek
M.V.C.,,Milheeze,Voetbal,1931,1934,Rooms-katholiek
M.V.C.,,Middelstum,Voetbal,1936,,Neutraal
M.V.C.,,Den Haag ?,Voetbal,1939,1940,Socialistisch
M.V.C.,,Moergestel,Voetbal,1913,1913,Neutraal
M.V.C. (Maasbreesche Voetbal Club),Maasbree,Maasbree,Voetbal,1919,,Rooms-katholiek
M.V.C. (Mierlosche Voetbal Club),,Mierlo,Voetbal,1919,1920,Rooms-katholiek
M.V.H.,,Maassluis,Voetbal,1937,1939,Protestants-christelijk
M.V.K.,,Blokker,Voetbal,1931,1938,Neutraal
M.V.K.,De Jonge Stormvogels,Amsterdam,Voetbal,1922,1926,Neutraal
M.V.K.,N.A.S.,Amsterdam,Voetbal,1913,1920,Neutraal
M.V.K.V.,M.V.K.,Den Haag,Voetbal,1934,1940,Neutraal
M.V.V.,,Utrecht,Voetbal,1902,1903,Neutraal
M.V.V.,,Lage Zwaluwe,Voetbal,1932,,Rooms-katholiek
M.V.V.,,Millingen aan den Rijn,Voetbal,1918,1997,Rooms-katholiek
M.V.V.,,Helmond,Voetbal,1930,,Rooms-katholiek
M.V.V.,,Mijdrecht,Voetbal,1929,,Protestants-christelijk
M.V.V.,,Hellevoetsluis,Voetbal,1905,1911,Neutraal
M.V.V.,,Moerdijk,Voetbal,1933,1936,Rooms-katholiek
M.V.V.,,Molen (Budel),Voetbal,1930,1933,Rooms-katholiek
M.V.V.,,Maasland,Voetbal,1927,,Neutraal
M.V.V.,,Mesch,Voetbal,1917,,Rooms-katholiek
M.V.V.,,Melissant,Voetbal,1933,1935,Neutraal
M.V.V.,,Meppel,Voetbal,1907,,Neutraal
M.V.V.,,Mheer,Voetbal,1924,,Rooms-katholiek
M.V.V.,,Mamelis-Vaals,Voetbal,1937,,Rooms-katholiek
M.V.V.,,Rotterdam ?,Voetbal,1937,1938,Neutraal
M.V.V.,M.V.C.,Maasbracht,Voetbal,1928,1930,Rooms-katholiek
M.V.V.,,Mijdrecht,Voetbal,1930,,Rooms-katholiek
M.V.V. (Maastrichtsche Voetbal Vereeniging),,Maastricht,Voetbal,1902,1910,Neutraal
M.V.V. (Maastrichtsche Voetbal-Vereeniging),M.V.V. - H.B.S. Combinatie,Maastricht,Voetbal,1910,,Neutraal
M.V.V. (Mariaparochiaansche Voetbal Vereeniging),,Maria Parochie bij Almelo (Harbrinkhoek),Voetbal,1929,,Rooms-katholiek
M.V.V. (Monstersche V.V.),,Monster,Voetbal,1913,1915,Neutraal
M.V.V. (Monstersche V.V.),,Monster,Voetbal,1911,1912,Neutraal
M.V.V. (zaterdag),,onbekend,Voetbal,1931,1932,Neutraal
M.V.V.M.,,Musselkanaal,Voetbal,1935,1936,Rooms-katholiek
M.V.V.O. (Middelburgsche Voetbal Vereeniging Olympia),Olympia,Middelburg,Voetbal,1894,1916,Neutraal
M.V.Z.,,Amsterdam,Voetbal,1928,,Neutraal
M.Z.M.,,Maastricht,Voetbal,1920,1929,Neutraal
M&#252;llerco,,Rotterdam,Voetbal,1927,1941,Neutraal
Naaldwijk,,Naaldwijk,Voetbal,1909,1913,Neutraal
Naaldwijk (ook zaterdag),N.V.V.,Naaldwijk,Voetbal,1922,,Neutraal
Naarden,,Naarden,Voetbal,1920,1926,Neutraal
Naarden,N.V.C. (Naardensche Voetbalclub),Naarden,Voetbal,1931,,Neutraal
N.A.B. (Nieuw Amsterdamsche Boys),,Nieuw-Amsterdam,Voetbal,1926,1973,Neutraal
N.A.C.,,Abbekerk,Voetbal,1922,,Neutraal
N.A.C. (N.O.A.D. A.D.V.E.N.D.O. Combinatie),,Breda,Voetbal,1912,,Neutraal
N.A.D.,,Tilburg,Voetbal,1929,1932,Rooms-katholiek
N.A.D.A. (Nes Aan Den Amstel),,Nes aan den Amstel,Voetbal,1920,1922,Rooms-katholiek
N.A.D.O.,N.S.C.,Rotterdam,Voetbal,1939,,Neutraal
N.A.J.C.,A.J.C.N. (Arbeiders Jeugd Centrale Nijmegen),Nijmegen,Voetbal,1921,1924,Socialistisch
N.A.O.,,Maarn,Voetbal,1928,1930,Rooms-katholiek
N.A.O.,D.V.V.,Amsterdam,Voetbal,1927,1931,Neutraal
N.A.O. (Na Arbeid Ontspanning),Ick Waeck,Amsterdam,Voetbal,1935,,Neutraal
N.A.S.,,Veenendaal,Voetbal,1938,,Socialistisch
N.A.S.,,Zeist,Voetbal,1917,1922,Neutraal
N.A.S.,E.V.V.,Elst Ut,Voetbal,1925,1933,Neutraal
N.A.S.,,Boxtel,Voetbal,1934,1938,Neutraal
N.A.S.,,Amsterdam,Voetbal,1908,,Neutraal
N.A.S.,,Zeist,Voetbal,1932,1939,Rooms-katholiek
N.A.S.,,Schalkwijk,Voetbal,1932,1939,Rooms-katholiek
N.A.S.,,Amsterdam,Voetbal,1913,1914,Neutraal
N.A.S.,,Aarle-Rixtel,Voetbal,1925,,Rooms-katholiek
N.A.S.,,Spakenburg,Voetbal,1932,,Protestants-christelijk
N.A.S.,,Milheeze,Voetbal,1936,1937,Rooms-katholiek
N.A.S.,,Swalmen,Voetbal,1929,,Rooms-katholiek
N.A.S.,,Spakenburg,Voetbal,1932,,Protestants-christelijk
N.A.S. (Na Arbeid Sport),Excelsior,Rhenen,Voetbal,1910,1913,Neutraal
N.A.S. (Na Arbeid Sport),,Zwanenburg (Halfweg),Voetbal,1931,,Rooms-katholiek
N.A.S. (zaterdag),,Spakenburg,Voetbal,1932,1933,Neutraal
N.A.S.B. Boys,Brunssum 2,Brunssum,Voetbal,1934,,Socialistisch
N.A.S.C.,N.A.C.,Nijmegen,Voetbal,1928,1945,Neutraal
N.A.S.M.,,Rotterdam,Voetbal,1918,1922,Neutraal
N.A.S.M. (zaterdag),,Rotterdam,Voetbal,1939,,Neutraal
Nassau,,Baarle-Nassau,Voetbal,1915,1924,Rooms-katholiek
Nassau,B.V.V.,Baarle-Nassau,Voetbal,1934,,Rooms-katholiek
Nationaal,,Kethel (Schiedam),Voetbal,1921,1922,Neutraal
Nationaal,,Kethel (Schiedam),Voetbal,1929,1929,Neutraal
Nattenhoven,,Nattenhoven,Voetbal,1932,1935,Neutraal
Nattenhoven,R.K.V.V.N.,Nattenhoven,Voetbal,1932,,Rooms-katholiek
Nausika,De Zwaluwen,Amsterdam,Voetbal,1922,1923,Neutraal
Nautica,Hollandia//Hawal-H.S.M.,Amsterdam,Voetbal,1930,1934,Neutraal
Nau&#234;rna,N.F.C.,Nauerna (Zaanstad),Voetbal,1922,1928,Neutraal
Navada,,Groningen,Voetbal,1934,1937,Neutraal
N.B.L.O.,,Den Haag,Voetbal,1911,1926,Neutraal
N.B.S.,,Den Haag ?,Voetbal,1936,1936,Neutraal
N.B.U.,N.B.V.,Utrecht,Voetbal,1920,1933,Neutraal
N.B.V.C.,,Nieuw-Buinen,Voetbal,1918,1933,Neutraal
N.B.V.V.,,Nieuw-Beerta,Voetbal,1920,1923,Neutraal
N.C.S.,,Rotterdam ?,Voetbal,1919,1922,Neutraal
N.D.C.,,Nieuwdijk-Didam,Voetbal,1925,1936,Rooms-katholiek
N.D.C.,N.D.V.,Nieuwdijk-Didam,Voetbal,1921,1942,Rooms-katholiek
N.D.T.,P.V.C. (Palmstraatsche Voetbal Club),Nijmegen,Voetbal,1921,1940,Neutraal
N.D.V.C.,,Nieuw-Dordrecht,Voetbal,1920,1936,Neutraal
N.D.V.C.,,Nieuw-Dordrecht,Voetbal,1935,,Neutraal
N.D.V.C.,,Nieuw-Dordrecht,Voetbal,1920,1927,Neutraal
N.E.A. (Nuttig En Aangenaam),,Ouderkerk aan de Amstel,Voetbal,1919,2003,Rooms-katholiek
N.E.C.,,Neede-Eibergen,Voetbal,1933,1935,Rooms-katholiek
N.E.C. (Nijmegen Eendracht Combinatie),,Nijmegen,Voetbal,1900,,Neutraal
Nedeximpo,,Amsterdam,Voetbal,1929,1931,Neutraal
Nedinxo,,Venlo,Voetbal,1939,1942,Neutraal
Nedlloyd,,Amsterdam,Voetbal,1932,,Neutraal
Neede,,Neede,Voetbal,1919,,Neutraal
Neede,Excelsior,Neede,Voetbal,1930,1933,Rooms-katholiek
Neede (voetbalgroep),,Neede,Voetbal,1932,1936,Socialistisch
Needesche Boys,,Neede,Voetbal,1923,1925,Neutraal
Neeritter,Excelsior,Neeritter,Voetbal,1932,1937,Rooms-katholiek
Neerkandia,,Neerkant (gem. Deurne),Voetbal,1932,,Rooms-katholiek
Neerlandia,,Amsterdam,Voetbal,1902,1991,Neutraal
Neerlandia,,Kaatsheuvel,Voetbal,1918,,Rooms-katholiek
Neerlandia,,Harreveld,Voetbal,1939,,Rooms-katholiek
Neerlandia,,Dorst,Voetbal,1931,,Rooms-katholiek
Neerlandia,,Rotterdam,Voetbal,1928,1928,Socialistisch
Neerlandia,,Bergen op Zoom,Voetbal,1896,,Neutraal
Neerlandia,,Breda,Voetbal,1915,1916,Rooms-katholiek
Neerlandia,,Breda,Voetbal,1921,,Rooms-katholiek
Nehamy,N.H.M. (Nederlandsche Handel-Maatschappij)//N.H.M.A.,Amsterdam,Voetbal,1921,,Neutraal
N.E.K. (zaterdag),,Rotterdam,Voetbal,1929,,Neutraal
Nelandresd,,Amsterdam,Voetbal,1924,1925,Neutraal
Neleob,,Amsterdam,Voetbal,1930,1937,Neutraal
N.E.N. (Nijmeegsche Entre Nous),,Nijmegen,Voetbal,1921,1922,Neutraal
N.E.O.,,Teteringen,Voetbal,1920,1922,Neutraal
N.E.O. (Nomen Est Omen),R.K.S.V. Borne Vooruit,Borne,Voetbal,1919,,Rooms-katholiek
Nepa,,Wanssum,Voetbal,1939,,Rooms-katholiek
Neptunus,,Rotterdam,Voetbal,1900,,Neutraal
Neptunus,,Den Haag,Voetbal,1899,1899,Neutraal
N.E.S.,J.V.A. (Jan van Arendonck),Tilburg,Voetbal,1929,1937,Neutraal
Nestor,Het Oosten,Amsterdam,Voetbal,1918,1921,Neutraal
Nestor,,Amsterdam,Voetbal,1922,1925,Neutraal
Nestoro,,Rotterdam,Voetbal,1930,,Neutraal
N.E.V.E.L.O. (Noeste Eenheid Voert Elkeen Langzaam Opwaarts),,Oisterwijk,Voetbal,1930,,Neutraal
Never Mind,,Veenhuizen Dr,Voetbal,1930,1932,Neutraal
